12621	425	80	440	95	0
12611	5	80	20	95	0

#MARIO INTRO SCENE
12721	491	122	506	137	40
12711	511	122	526	137	40

#PICK_UP_RIGHT
12821	246	120	261	135	0
12822	276	120	291	135	0

#PICK_UP_LEFT
12811	184	120	199	135	0
12812	154	120	169	135	0

############ RACCOON ################
#IDLE
14121	242	634	265	661	0
14111	180	634	203	661	0

#WALKING RIGHT
14222	271	634	294	661	0
14223	302	634	325	661	0

#WALKING LEFT
14212	150	634	173	661	0
14213	120	634	143	661	0

#RUNNING RIGHT
14321	331	634	354	661	0
14322	361	634	384	661	0
14323	392	634	415	661	0

#RUNNING LEFT
14311	91	634	114	661	0
14312	60	634	83	661	0
14313	30	634	53	661	0

#JUMP WALK RIGHT
14417	392	753	415	780	0
14413	30	753	53	780	0

#JUMP RUN RIGHT & LEFT
14427	361	753	384	780	0
14423	61	753	84	780	0

#SIT RIGHT & LEFT 
14521	422	717	443	736	0
14511	2	717	23	736	0

#BRACE RIGHT & LEFT 
14621	425	633	442	662	0
14611	5	633	22	662	0

#TURN AROUND
14711	60	873	83	900	0
14721	26	873	49	900	0
14731	211	674	234	701	0
14741	211	634	234	661	0

#KICK RIGHT & LEFT
14821	422	754	443	781	0
14811	2	754	23	781	0

#FLY RIGHT & LEFT
14921	364	874	387	901	0
14922	301	874	324	901	0

14911	212	874	235	901	0
14912	121	874	144	901	0

#FLY FAST RIGHT & LEFT
14941	361	754	384	781	0
14942	361	714	384	741	0

14931	61	754	84	781	0
14932	61	714	84	741	0

#PICK_UP_RIGHT
15021	272	794	294	821	0
15022	302	794	324	821	0
15023	242	794	264	821	0

#PICK_UP_LEFT
15011	151	794	173	821	0
15012	121	794	143	821	0
15013	181	794	203	821	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#KICK
2600	11721	100
2601	11711	100

#TRANSFORM SMALL TO BIG
3100	11821	100	12122	100	11821	100	12122	100	11821	100	12122	100	11821	100	11121	100	11821	100	11121	100	11821	100
3101	11811	100	12112	100	11811	100	12112	100	11811	100	12112	100	11811	100	11111	100	11811	100	11111	100	11811	100
#TRANFORM BIG TO SMALL
3200	11821	100	11121	100	11821	100	11121	100	11821	100	11121	100	11821	100	12122	100	11821	100	12122	100	11821	100
3201	11811	100	11111	100	11811	100	11111	100	11811	100	11111	100	11811	100	12112	100	11811	100	12112	100	11811	100

#PICK_UP_RIGHT
3300	11921	300	11922	300
#PICK_UP_LEFT
3301	11911	300	11912	300

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100
#KICK
2500	12621	100
2501	12611	100
#PICK_UP_RIGHT
3400	12821	300	12822	300
#PICK_UP_LEFT
3401	12811	300	12812	300

3402	12823	300
3403	12813	300

#INTRO SCENE
3000	12721	300	12711	300

################### RACCOON #################
1700	14121	100
1701	14111	100

#WALKING RIGHT & LEFT 
1800	14121	100	14222	100	14223	100
1801	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
1900	14321	50	14322	50	14323	50
1901	14311	50	14312	50	14313	50

#JUMP WALK
2000	14417	100
2001	14413	100

#JUMP RUN
2100	14427	100
2101	14423	100

#SIT RIGHT & LEFT 
2200	14521	100
2201	14511	100

#BRACE RIGHT & LEFT 
2300	14621	100
2301	14611	100

#TURN AROUND RIGHT & LEFT
2400	14721	200	14731	200	14711	200	14741	200	14721	100
2401	14711	200	14731	200	14721	200	14741	200	14711	100

#KICK
2700	14821	300
2701	14811	300

#FLY
2800	14921	300	14922	300
2801	14911	300	14912	300
#FLY FAST
2900	14941	300	14942	300
2901	14931	300	14932	300

#PICK_UP_RIGHT
3500	15021	300	15022	300
#PICK_UP_LEFT
3501	15011	300	15012	300
